2006-11-28 | 27 | 13 | 10 | EPADBDM | COMUNICADO 55/06-SMS.3
ACOMPANHAMENTO DA EVOLUCAO DOS PRECOS REGISTRADOS, PARA FINS DO DISPOSTO NO ART. 14 DO DEC. 46.662, DE 24/11/05:
ATAS DE REGISTRO DE PRECOS - SMS.G - NOVEMBRO/06
ATA	ITEM	OBJETO	PRECO/R$
224/06	1	ANEST. MEPIVACAINA C/ ADRENALINA  - CX. C/ 50 TB	0,72/TB
225/05	1	ALGODAO HIDROFILO EM ROLO 500G - CX. C/ 16 RL. 	4,55/RL
225/06	4	ANEST. MEPIVACAINA 3% C/ LEVONORDEFRINA  - CX. C/ 50 TB	0,72/TB
226/05	2	FIXADOR RAIO X ODONTO - CX. C/ 12 FR. 475 ML	2,70/FR
226/05	1	REVELADOR RAIO X ODONTO - CX. C/ 12 FR. 475 ML	2,80/FR
226/06	1	TIRA REAGENTE P/ BETA HCG - FR. C/ 50 TIRAS	0,625/TIRA
227/05	1	CLORIDRATO DOBUTAMINA 12,5MG/ML - CX. C/ 50 AMP. 250MG	2,70/AMP
227/06	1	ASSOC.DIMENI.50MG/ML E PIRODO.5MG/ML-CX.C/100AMP. 1ML	1,25/AMP
228/05	2	LANATOSIDEO C 0,2MG/ML - CX. C/ 50 AMP 2ML	0,68/AMP
228/05	3	PROPATILNITRATO 10MG - CX. C/ 50 CP	0,185/CP
229/06	1	CATETER NASAL P/ OXIGENIO N° 06 - PAC. C/ 20UN	0,2660/UN
230/05	1	COLETOR DE URINA INFANTIL FEMININO	0,28/UN
230/05	2	COLETOR DE URINA INFANTIL MASCULINO	0,28/UN
230/06	1	DRENO DE TORAX CALIBRE N° 24	3,6730/UN
230/06	2	DRENO DE TORAX CALIBRE N° 26	3,6730/UN
230/06	3	DRENO DE TORAX CALIBRE N° 28	3,6730/UN
231/06	4	DRENO DE TORAX  CALIBRE N° 30	3,6720/UN
231/06	5	DRENO DE TORAX  CALIBRE N° 32	3,6720/UN
231/06	8	DRENO DE TORAX  CALIBRE N° 38	3,6730/UN
232/05	1	CETOCONAZOL CREME 20MG/G - CX. C/ 50 BNG - 30G	1,28/BNG
232/06	6	DRENO DE TORAX CALIBRE N° 34	3,6740/UN
232/06	7	DRENO DE TORAX CALIBRE N° 36	3,6730/UN
233/05	2	ASSOC.VIT. A 5.000 UI/G E VIT. D9.000 UI/G - CX.C/ 50 BNG 45G	1,20/BNG
233/06	3	BOTA DE UMA 10CM X 9M	30,90/UN
233/06	2	BOTA DE UMA 7,5CM X 9M	29,95/UN
234/06	4	HIDROGEL - CX. C/ 01 TUBO 85G	0,33/G
235/06	1	COMPRESSA DE GAZE HIDROF. FILAM.OPACO - PAC. 10 UN	0,2299/ENV
236/06	1	BROCA DE BATT 28MM N° 12 - CX. C/ 06 UN	6,35/UN
236/06	2	BROCA DE BATT 28MM N° 14 - CX. C/ 06 UN	6,35/UN
236/06	3	BROCA DE BATT 28MM N° 16 - CX. C/ 06 UN	6,35/UN
236/06	4	BROCA DE GATTES N° 01 - CX. C/ 06 UN	8,95/UN
236/06	5	BROCA DE GATTES N° 02 - CX. C/ 06 UN	8,95/UN
236/06	6	BROCA DE GATTES N° 03 - CX. C/ 06 UN	8,95/UN
236/06	7	BROCA DE GATTES N° 04 - CX. C/ 06 UN	8,95/UN
236/06	10	BROCA DE LARGO N° 02 - CX. C/ 06 UN	9,00/UN
236/06	11	BROCA DE LARGO N° 03 - CX. C/ 06 UN	9,00/UN
236/06	12	BROCA DE LARGO N° 05 - CX. C/ 06 UN	9,00/UN
236/06	8	BROCA ENDO Z N° 152 - CX. C/ 01 UN	30,00/UN
236/06	9	BROCA ENDO Z N° 2192 - CX. C/ 01 UN	30,00/UN
237/05	8	CISTEINA 0,5% - ML	1,37/ML
237/05	1	DIETA INDIVIDUALIZADA - 1 - BOLSA	28,33/UN
237/05	2	DIETA INDIVIDUALIZADA - 2 - BOLSA	35,19/UN
237/05	3	DIETA INDIVIDUALIZADA - 3 - BOLSA	38,84/UN
237/05	4	DIETA INDIVIDUALIZADA - 4 - BOLSA	51,18/UN
237/05	6	EMULSAO DE LIPIDIOS A 10% - ML	0,14/ML
237/05	7	EMULSAO DE LIPIDIOS A 20% - ML	0,16/ML
237/05	5	L-GLUTAMINA 20% - ML	1,83/ML
237/06	1	ACIDOS GRAXOS ESSENCIAIS - CX. C/ 24 FR. 200ML	0,0420/ML
238/04	5	AGUA DESTILADA  - AMP - CX.C/200 AMP. 10ML	0,078/AMP
238/04	4	GLICOSE 50% - AMP. - CX. C/ 200 AMP. 10ML	0,145/AMP
238/05	1	SEVOFLURANO P/ INALACAO - FR. C/ 100ML	158,49/FR
238/06	1	BENZILPENICILINA BENZATINA 1.200.000UI - CX. C/ 50 FAM	1,125/FAM
239/04	1	FIO CAT.CROM.3-0,1AG.2CM,1/2CIRC.,CILIND.70CM-CX.24ENV	3,46/ENV
239/05	2	GLIBENCLAMIDA 5MG - CX. C/ 450 CP	0,0138/CP
239/06	2	CLORIDRATO VANCOMICINA 500MG - CX.C/ 25 FAM	3,77/FAM
240/04	2	FIO CAT.CROM.3-0,1AG.2,5CM,1/2CIRC.,CILIND.70CM-CX.24ENV	3,48/ENV
240/04	3	FIO CAT.CROM.3-0,1AG.3CM,1/2CIRC.,CILIND.70CM-CX.24ENV	3,48/ENV
240/05	3	SULFATO MAGNESIO SOL.100MG/ML -  CX. C/ 200 AMP. 10 ML	0,28/AMP
240/06	3	TIANFENICOL 2,5G - CX. C/ 02 ENV. 8G	9,00/ENV
241/04	4	FIO CAT.CROM.3-0,1AG.3CM,3/8CIRC.,CILIND.75CM-CX.24ENV	3,48/ENV
241/04	6	FIO CAT.CROM.4-0,1AG.2CM,1/2CIRC.,CILIND.70CM-CX.24ENV	3,50/ENV
241/06	4	FOSFATO SODICO PREDNISOLONA 3MG/ML-CX.01FR.60ML	8,96/FR
242/04	5	FIO CAT.CROM.4-0,1AG.1,5CM,1/2CIRC.,CILIND.75CM-CX.24ENV	3,67/ENV
242/04	7	FIO CAT.CROM.5-0,1AG.1,5CM,1/2CIRC.,CILIND.75CM-CX.24ENV	3,67/ENV
242/06	5	DIPROPIONATO BECLOM.AERO 250MCG-CX.1FR.C/200DOSES  	19,99/FR
243/04	1	DIPIRONA SODICA 500MG/ML-INJ - CX.C/50 AMP. 2ML	0,25/AMP
243/05	2	DICLOFENACO SODICO 50MG - CX. C/ 500 CP	0,0124/CP
243/06	1	SERINGA PLASTICA DESCARTAVEL 20ML - CX. C/ 250 UN	0,2243/UN
244/04	3	CETOCONAZOL 200MG-CP - CX. C/ 500 CP	0,1135/CP
244/04	2	ESCOPOLAMINA20MG+DIPIRONA 2,5G-INJ - CX.C/100AMP 5ML	0,55/AMP
244/05	1	FILME TRANSP. ADESIVO 10CMX25CM-CX.C/20UN (CURATIVO)	6,99/UN
244/06	2	CLORIDRATO CLOMIPRAMINA 25MG - CX. C/ 20 CP	0,0935/CP
245/04	4	ALOPURINOL 100MG-CP - CX.C/500 CP	0,056/CP
245/04	5	MEDROXIPROGESTERONA,ACETATO 10MG-CP - CX.C/10CP	0,254/CP
245/06	4	CLORIDRATO PROMETAZINA 25MG - CX. C/ 10 CP	0,0390/CP
246/04	3	LUVA PROCEDIMENTO NAO CIRURGICO-GRAN. - CX.C/100 UN	0,085/UN
246/04	2	LUVA PROCEDIMENTO NAO CIRURGICO-MED. - CX.C/100 UN	0,085/UN
246/04	1	LUVA PROCEDIMENTO NAO CIRURGICO-PEQ. - CX.C/100 UN	0,085/UN
246/05	2	ATENOLOL 50MG - CX. C/ 420 CP	0,021/CP
246/06	1	CLORIDRATO DE PROMETAZINA 25MG/ML - CX.C/ 50 AMP. 2ML	0,36/AMP
247/04	2	ESCOVA DEGERMANTE COM CLOROHEXIDINA - CX. C/ 48 UN	0,76/UN
247/04	1	ESCOVA DEGERMANTE COM PVPI - CX. C/ 48 UN	0,68/UN
247/06	2	CLORETO DE SODIO 9ML - CX.C/ 200 AMP 10ML	0,1150/AMP
247/06	4	FOSF.DISSODICO DEXAMETASONA 4MG/ML-CX.100AMP 2,5ML	0,4350/AMP
248/04	1	FIO POL.ALG.0,1AG.3,5CM,1/2CIRC.TRIAN.45CM -CX.C/24ENV	2,20/ENV
248/04	4	FIO POL.ALG.2-0,1AG.4,0CM,3/8CIRC.TRIAN.3X45CM-CX.24ENV	6,37/ENV
248/05	1	FILME P/ MAMOGRAFIA - CX. C/ 100 UN	79,00/CX
248/06	3	CLORIDRATO AMIODARONA 50MG/ML - CX. C/ 100 AMP 3ML	0,59/AMP
249/04	2	FIO POLI.ALG.2-0,1AG.2,5CM,1/2CIRC.CILIND.3X45CM-CX.24ENV	5,16/ENV
249/04	7	FIO POLI.ALG.4-0,1AG.2,5CM,1/2CIRC.CILIND.3X45CM-CX.24ENV	5,13/ENV
249/05	1	DIU - EMB. C/ 01 UN	25,50/UN
249/06	1	ACICLOVIR 250MG - CX. C/ 05 FAM	3,30/FAM
250/04	3	FIO POLI.ALG.2-0,1AG.3,0CM,3/8CIRC.TRIAN.3X45CM-CX.24ENV	5,30/ENV
250/04	6	FIO POLI.ALG.3-0,1AG.3,0CM,3/8CIRC.TRIAN.3X45CM-CX.24ENV	5,30/ENV
250/05	2	ESPACADOR DIGITAL ODONTO - EMB. C/ 01 UN	25,20/UN
250/05	1	EXTIRPA NERVOS ODONTO - EMB. C/ 01 UN	19,20/UN
250/06	1	CLORIDRATO HIDRALAZINA 20MG/ML - CX. C/ 50 AMP. 1ML	2,10/AMP
251/04	5	FIO POL.ALG.3-0,1AG.2,5CM,1/2CIRC.CILIND.3X45CM	5,17/ENV
251/05	4	CIMENTO P/OBTURACAO DE CANAL-CONJ. PO 12G E LIQ.10ML	26,90/CONJ
251/06	2	CLORETO  DE POTASSIO 60MG/ML - CX. C/ 50 FR. 150ML	0,89/FR
252/04	4	ADAPTADOR PLASTICO - CX.250UN	0,285/UN
252/04	3	TUBO COLETA SANGUE A VACUO - CX.100 UN (CINZA)	0,415/UN
252/04	1	TUBO COLETA SANGUE A VACUO - CX.100 UN (ROXA)	0,3113/UN
252/05	1	LENCOL DESCARTAVEL EM FOLHAS - PAC. C/ 50 UN	29,00/PAC
252/06	4	TIAMAZOL 5MG - CX. C/ 100 CP	0,11/CP
253/04	1	ANESTESICO LOCAL C/ VASO CONSTRICTOR - CX.50 TB	0,27/TB
253/05	1	CONF.BANDEIROLAS VINIL RECORTADO	15,98/UN
253/05	3	CONF.BANNER POSICAO VERTICAL	30,00/UN
253/05	2	CONF.FAIXA EDUCATIVA	49,77/UN
253/06	5	SOLUCAO COLOIDAL  3,5% - CX. 01 FR. 500ML	12,95/FR
254/04	1	IMUNOGLOBULINA ANTI-RHO(D)-CX.C/ SERINGA 1ML(250MCG)	96,50/FAM
254/05	4	ADESIVO SERIGRAFADO 180X90MM 	0,2995/UN
254/06	6	DIMECOTINA 75MG/ML - CX. C/ 01 FR. 10ML	0,41/FR
255/04	1	ATADURA GESSADA 15CMX3M - CX.20 RL	0,6690/RL
255/04	2	ATADURA GESSADA 20CMX4M - CX.20 RL	1,08/RL
255/05	5	ADESIVO SERIGRAFADO 400X200MM 	1,39/UN
255/05	6	CONFECCAO  DE BOTTONS 61MM DE DIAMETRO	1,00/UN
255/06	1	INTEGRADOR QUIMICO - CX. C/ 100 UN	0,69/UN
256/04	1	GEL CONDUTOR P/ ULTRA-SONOGRAFIA - BNG 30G	2,00/BNG
256/05	1	DISPOSITIVO INFUSAO VENOSA CALIBRE 19 	0,1330/UN
256/05	3	DISPOSITIVO INFUSAO VENOSA CALIBRE 23	0,1360/UN
256/06	1	LAMINA DE BARBEAR - CARTELA C/ 60 UN	0,11/UN
257/04	1	ESCOVA DENTAL INFANTIL MULTITUFO	0,238/UN
257/06	1	FITA ADES.CREPADA INDIC.AUTOCLAVAGEM - CX.C/48 UN	2,20/UN
258/04	1	KITS DE FIOS PARA CESAREA - CX. 12 ENV.	40,00/ENV
258/05	1	FIO CAT.CROM.0,1AG.4CM,1/2CIRC.,CILIND.70CM-CX.24ENV	1,90/ENV
258/05	2	FIO CAT.CROM.2-0,1AG.3CM,1/2CIRC.,CILIND.70CM-CX.24ENV	1,90/ENV
258/05	3	FIO CAT.CROM.2-0,1AG.4CM,3/8CIRC.,CILIND.70CM-CX.24ENV	1,90/ENV
258/06	1	AVENTAL DESCARTAVEL - PAC. C/ 50 UN	0,9895/UN
259/06	4	CARTELA P/ 2 RADIOGRAFIAS PERIAPICAIS - PAC. C/ 100 UN	4,00/PAC
259/06	2	EDTA 24% GEL - CX. C/ 3 SERINGAS	16,25/CX
259/06	3	SOLUCAO IRRIGADORA - FRASCO C/ 200ML	5,00/FR
260/05	2	AZITROMICINA PO 40MG/ML - FR. 15 ML	3,89/FR
260/06	5	CARTELA P/ 5 RADIOGRAFIAS PERIAPICAIS - PAC. C/ 100 UN	15,00/PAC
261/05	3	HIDROXIDO DE ALUMINIO 61,5MG/ML - FR. C/ 150ML	0,99/FR
261/06	7	ASSOC.ESPIR.1MG/ML E HIDROC.1MG/ML-CX.C/50FR 50ML	9,00/FR
261/06	5	CITRATO DE CAFEINA 20MG/ML - CX. C/ 50 FR. 20ML	7,86/FR
261/06	1	FOSFATO TRICALCIO 129MG/ML - CX. 50 FR. 	5,88/FR
261/06	2	HIDRATO DE CORAL A 10% - CX. / 50 FR.	9,35/FR
261/06	3	NEOMICINA 500MG - CX. C/ 500 CAP.	0,30/CAP
262/04	1	SONDA DE FOLLEY DUAS VIAS N° 08 - CX. 10 UN	2,59/UN
262/04	2	SONDA DE FOLLEY DUAS VIAS N° 10 - CX. 10 UN	2,59/UN
262/06	1	MALEATO DE ENALAPRIL 20MG - CX. C/ 500 CP	0,0258/CP
262/06	2	SULFATO FERROSO 40MG - CX. C/ 500 CP	0,027/CP
263/04	1	ALMOTOLIA PLASTICA 120ML - PAC. 12 UN	0,72/UN
263/05	2	DRENO DE SUCCAO AG. 4,8MM	15,60/UN
263/05	3	DRENO DE SUCCAO AG. 6,4MM	15,60/UN
263/06	6	ACICLOVIR 200MG - CX. C/ 25 CP	0,092/CP
263/06	3	HIDROCLOROTIAZIDA 25MG - CX. C/ 300 CP	0,017/CP
264/05	1	TOUCA CIRURGICA DESCARTAVEL - EMB. C/  100 UN	0,0480/UN
264/06	4	FUROSEMIDA 40MG - CX. C/ 20 CP	0,016/CP
265/05	1	SULFATO DE POLIMIXINA B 500.000UI - EMB. C/ 05 FAM	39,998/FAM
265/06	5	NORFLOXACINO 400MG - CX C/420 CP	0,0779/CP
266/04	5	CETOPROFENO 100MG-FAM - CX. C/ 50 FAM	2,0871/FAM
266/05	2	METRONIDAZOL  250MG - CX.C/ 300 CP	0,0269/CP
266/06	1	ROMPEDOR DE MEMBRANA ANMINIOTICA	0,33/UN
267/04	1	INSULINA HUMANA REGULAR 100UI - FAM 10 ML	2,12/ML
267/06	1	BOLSA P/OSTOMA URINARIO ADULTO - CX. C/ 10 UN	8,60/UN
268/06	1	SERINGA DESC. INSULINA C/ AG. 12,7X0,33MM - CX. C/ 100 UN	0,1950/UN
269/06	4	MALEATO DE METILERGOMETRINA 0,125MG - CX. C/ 12 DRG.	0,28/CP
270/05	1	ATADURA DE RAYON  - CX. C/ 200 ROLOS	1,18/RL
270/06	5	PERMETRINA  10MG/ML - CX. C/ 50 FR. 60ML	1,1870/FR
271/05	2	SELANTE  AUTO-POLIMERIZAVEL - KIT	14,00/KIT
271/05	1	SELANTE FOTOPOLIMERIZAVEL - KIT	14,00/KIT
271/06	6	CLORIDRATO DE IMIPRAMINA 25MG - CX. C/ 200CP	0,0229/CP
272/05	1	CANULA DE TRAQUEOSTOMIA S/ BALAO N° 3,0 - EMB. C/ 3 UN. 	17,08/UN
272/05	2	CANULA DE TRAQUEOSTOMIA S/ BALAO N° 3,5 - EMB. C/ 3 UN	17,45/UN
272/05	3	CANULA DE TRAQUEOSTOMIA S/ BALAO N° 4,0 - EMB. C/ 3 UN	17,45/UN
272/05	4	CANULA DE TRAQUEOSTOMIA S/ BALAO N° 4,5 - EMB. C/ 3 UN.	17,45/UN
272/06	1	ELETRODO DESC. NEONATO-PAC.C/ 03UN	3,71/UN
273/05	1	CANULA ENDOTRAQUEAL S/ BALAO  2,0MM	2,189/UN
273/05	2	CANULA ENDOTRAQUEAL S/ BALAO  2,5MM	1,6699/UN
273/05	3	CANULA ENDOTRAQUEAL S/ BALAO  3,0MM	1,6600/UN
273/05	4	CANULA ENDOTRAQUEAL S/ BALAO  3,5MM	1,6700/UN
273/05	5	CANULA ENDOTRAQUEAL S/ BALAO  4,0MM	1,6700/UN
273/05	6	CANULA ENDOTRAQUEAL S/ BALAO  4,5MM	1,6699/UN
273/05	7	CANULA ENDOTRAQUEAL S/ BALAO  5,0MM	1,6690/UN
273/05	8	CANULA ENDOTRAQUEAL S/ BALAO  5,5MM	1,6900/UN
273/05	10	CANULA ENDOTRAQUEAL S/ BALAO  6,5MM	1,7900/UN
273/05	11	CANULA ENDOTRAQUEAL S/ BALAO  7,0MM	2,1800/UN
273/06	1	LORATADINA 1MG/ML - CX. C/  50 FR. 100 ML	1,362/FR
274/05	9	CANULA ENDOTRAQUEAL S/ BALAO  6,0MM	1,700/UN
274/06	2	OMEPRAZOL 20MG - CX. C/ 14 CP	0,0295/CP
275/05	4	TALA RETANG. FLEX. IMOB. PROV. 120CM X 8CM-PAC.C/10 UN	22,06/UN
275/05	1	TALA RETANG. FLEX. IMOB. PROV. 30CM X 8CM - PAC.C/ 10 UN	4,70/UN
275/05	2	TALA RETANG. FLEX. IMOB. PROV. 53CM X 8CM - PAC.C/ 10 UN	7,60/UN
275/05	3	TALA RETANG. FLEX. IMOB. PROV. 63CM X 8CM - PAC.C/ 10 UN	10,45/UN
275/06	4	CLORIDRATO DE METILFENIDATO 10MG - CX. C/ 20 CP	0,6365/CP
276/05	3	LUVA P/ EXPURGO CANO LONGO - TAMANHO GRANDE	1,30/PAR
276/05	2	LUVA P/ EXPURGO CANO LONGO - TAMANHO MEDIO	1,30/PAR
276/05	1	LUVA P/ EXPURGO CANO LONGO - TAMANHO PEQUENO	1,30/PAR
276/06	1	CIMENTO OBTURADOR PROVISORIO - POTE 25G	0,35/G
276/06	3	MATRIZ DE ACO INOX - ROLO C/ 50CM	1,04/RL
276/06	2	PAPEL CARBONO REGISTRO OCLUSAO - BLC. C/ 12 FLS.	3,25/BLC
277/05	1	CANULA DE TRAQUEOSTOMIA C/ BALAO N° 6,0	14,94/UN
277/05	2	CANULA DE TRAQUEOSTOMIA C/ BALAO N° 7,0	14,94/UN
277/05	3	CANULA DE TRAQUEOSTOMIA C/ BALAO N° 7,5	14,94/UN
277/05	4	CANULA DE TRAQUEOSTOMIA C/ BALAO N° 8,0	14,94/UN
277/05	5	CANULA DE TRAQUEOSTOMIA C/ BALAO N° 9,0	14,94/UN
277/06	2	ERITROMICINA 250MG - CX. C/ 300 CP	0,1039/CP
278/05	7	CONTROLE RH - FR. C/ 10ML	12,46/FR
278/05	5	PEG - FR. C/ 10ML	18,79/FR
278/05	1	SORO ANTI-A  - FR. C/ 10ML	12,46/FR
278/05	3	SORO ANTI-AB - FR. C/ 10ML	12,46/FR
278/05	2	SORO ANTI-B  - FR. C/ 10ML	12,46/FR
278/05	6	SORO COOMBS - FR. C/ 10ML	17,17/FR
278/06	3	NIFEDIPINA 10MG - CX. C/ 30 CP	0,0114/CP
279/05	1	DOPAMINA 5MG/ML  - CX. C/ 50 AMP.10 ML	0,50/AMP
279/06	5	CINARIZINA 25MG - CX. C/ 450CP	0,025/CP
280/05	1	SOLUCAO D-GLICOSE 50G - FR. 200ML	3,18/FR
280/05	2	SOLUCAO D-GLICOSE 75G - FR. 200ML	3,18/FR
280/06	1	DISCO DE LIXA P/ ACABAM. RESINA ACRILICA - CX. C/ 50 UN	0,73/UN
281/05	3	DIAZEPAM 10MG - CX. C/ 200 CP.	0,0117/CP
281/05	2	DIAZEPAM 5MG - CX. C/ 200 CP.	0,0118/CP
281/06	4	ASSOC.DEX.1MG/ML E HIP.3MG/ML OFTALM.- CX.C/01 FR. 15ML	8,6442/FR
281/06	5	TARTARATO BRIMONIDINA  OFTALM. 2MG/ML-CX.C/ 1 FR.5ML	16,9014/FR
281/06	1	TROPICAMIDA OFTALMICA 10MG/ML - CX. C/ 01 FR. 5 ML	7,423/FR
282/05	1	TPHA - 100 TESTES	1,65/TESTE
282/05	2	VDRL - 450 TESTES POR KIT	0,055/TESTE
282/06	1	TERMOMETRO CLINICO	1,45/UNID
283/05	2	FILME ADERENTE DE PVC - CX. C/ 25 ROLOS	1,93/RL
283/05	1	PAPEL ALUMINIO - CX. C/ 25 ROLOS	1,51/RL
283/06	1	ANESTESICO TOPICO USO ODONTO. GEL - POTE 12G	3,36/POTE
284/05	3	GUARDANAPO DE PAPEL - PAC. C/ 50 UN	1,63/PAC
284/06	1	FIO MONO.POLI.0,75CM, AG.1/2CIRC.,CIL.3,5CM-CX.C/24 ENV	1,86/ENV
284/06	6	FIO MONO.POLI.4-0,75CM, 2AG.1/2CIRC.,CIL.,1,5CM-CX.C/24ENV	4,20/ENV
284/06	7	FIO MONO.POLI.4-0,75CM, 2AG.1/2CIRC.,CIL.,2,0CM-CX.C/24ENV	4,16/ENV
284/06	8	FIO MONO.POLI.5-0,75CM, 2AG.1/2CIRC.,CIL.,1,5CM-CX.C/24ENV	4,20/ENV
285/06	2	FIO MONO.POLI.2-0,75CM, 2AG.1/2CIRC.,CIL.,2,0CM-CX.C/24ENV	4,10/ENV
285/06	4	FIO MONO.POLI.3-0,75CM, 2AG.1/2CIRC.,CIL.,1,5CM-CX.C/24ENV	4,10/ENV
285/06	5	FIO MONO.POLI.3-0,75CM, 2AG.1/2CIRC.,CIL.,2,0CM-CX.C/24ENV	4,10/ENV
286/06	10	FIO MONO.POLI.7-0,60CM, 2AG.3/8CIRC.,CIL.,1,3CM-CX.C/24ENV	14,00/ENV
288/06	3	FOSFATO CLINDAMICINA 150MG/ML - CX. 50 AMP. 4ML 	1,21/AMP
289/06	6	CARVEDILOL 12,5MG - CX. C/ 15 CP	0,1122/CP
289/06	5	CARVEDILOL 6,25MG - CX. C/ 15 CP	0,09/CP
290/06	3	LEVOMEPROMAZINA 100MG - CX. C/ 200 CP 	0,26/CP
290/06	2	LEVOMEPROMAZINA 40MG/ML - CX. C/ 10 FR. C/ 20ML	3,19/FR
291/06	4	CLORPROMAZINA 40MG/ML - CX. C/ 01 FR. C/ 20ML	1,65/FR
292/06	2	HALOPERIDOL 2MG/ML  - FR. C/ 20 ML	0,98/FR
293/06	4	SULFATO  DE PIRIMETAMINA 25MG - CX. C/ 01 FR. C/ 100CP	0,0441/CP
294/06	4	FIO CAT. SIMP. 2-0, AG.2,5CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,83/UN
294/06	3	FIO CAT. SIMP. 2-0, AG.4,0CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,87/UN
294/06	5	FIO CAT. SIMP. 3-0, AG.2,0CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,85/UN
294/06	6	FIO CAT. SIMP. 3-0, AG.2,5CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,81/UN
294/06	1	FIO CAT. SIMP. 4-0, AG.1,5CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,91/UN
294/06	7	FIO CAT. SIMP. 4-0, AG.2,0CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,81/UN
294/06	9	FIO CAT. SIMP. 5-0, AG.1,5CM,1/2CIRC.,CIL.70CM-CX.C/24ENV.	1,91/UN
295/06	2	FIO DE CATGUT SIMPLES 2-0, AG 2,0CM, 3/8 CIR. CILIND. 70CM	2,20/ENV
295/06	8	FIO DE CATGUT SIMPLES 5-0, 2 AG 0,87CM,1/4 CIR.ESPAT.45CM	35,99/ENV
295/06	10	FIO DE CATGUT SIMPLES 6-0, 2AG 0,65CM, 3/8 CIR CILIND.70CM	44,99/ENV
296/06	1	SOL.ALC.GLICONATO CLOREXIDINA 0,5%-CX.C/12 FR.1.000ML	6,33/FR
297/06	1	MASCARA CIRURGICA C/ FITILHO - CX. C/ 50 UN	0,0659/UN
298/06	1	CLAMP P/ LIGADURA  DE CORDAO UMBILICAL - CX. C/ 100 UN	1,84/UN
299/06	1	ACIDO VALPROICO 50MG/ML - CX. C/ 01 FR. 100ML	2,50/FR
300/06	6	ASS.CLOR.BUPIV.5MG/ML C/EPINEF.9,1MCG/ML-CX.6FAM 20ML	4,97/FAM
300/06	2	ASSOC.LEVODOPA 250MG E CARBIDOPA 25MG-CX.C/ 200 CP	0,179/CP
300/06	5	CLORIDRATO DE  BUPIVACAINA 5MG/ML - CX. C/ 06 FAM 20ML	4,28/FAM
300/06	3	DIAZEPAM 5MG/ML - CX. C/ 50 AMP. 2ML	0,3368/AMP
300/06	4	LACTATO BIPERIDENO 5MG/ML - CX. C/ 50 AMP. 1ML	1,035/AMP
301/06	1	CURATIVO DE HIDROFIBRA 5CMX5CM	12,00/UN
301/06	2	CURATIVO DE HIDROFIBRA 10CMX10CM	26,80/UN
301/06	3	CURATIVO DE HIDROFIBRA 15CMX15CM	47,50/UN
301/06	4	CURATIVO DE HIDROFIBRA	35,00/UN
302/06	3	VERAPAMIL 80MG - CX. C/ 200 CP	0,049/CP
303/06	5	NIMODIPINO EM SOLUCAO INJ. C/ 0,2 MG/ML	44,42/FAM
304/06	6	SULFATO DE SALBUTAMOL 0,4MG/ML - CX. 50 FR. 120 ML	0,7526/FR
305/06	2	CURATIVO DE ALGINATO DE CALCIO - 10 X 10 CM	6,80/UNID
305/06	3	CURATIVO DE ALGINATO DE CALCIO - 30 A 40 CM	9,00/UNID
305/06	1	CURATIVO DE ALGINATO DE CALCIO - 5 X 5CM	2,845/UNID
306/06	1	HALOTANO P/ INALACAO 100ML - CX. C/ 01 FR. 100ML	40,09/FR
306/06	3	CLORPROMAZINA 25MG - CX. C/ 200 CP	0,0528/CP
306/06	4	CLORPROMAZINA 100MG - CX. C/ 200 CP	0,0476/CP
307/06	5	HALOPERIDOL EM SOL. INJ. C/ 5 MG/ML EM AMP. C/ 1ML	0,40/AMP
308/06	3	ADAPTADOR PARA AGULHA BIPOLAR	0,12/UNID
308/06	2	TUBOS P/COLETA DE SANGUE - TAMPA CINZA	0,2750/UNID
308/06	1	TUBOS P/COLETA DE SANGUE - TAMPA ROXA	0,1950/UNID
309/06	1	FITA ADESIVA MICROPOROSA 100MM - CX.C/ 24 UN	4,54/RL
310/06	1	GANCICLOVIR 250MG SISTEMA FECHADO - CX. C/ 10 BOLSAS	140,00/BOL
311/06	1	FIO CAT.CROM.0, AG.2,5CM,1/2CIRC.CIL.70CM - CX.C/ 24 ENV	1,88/ENV
311/06	2	FIO CAT.CROM.0, AG.3,0CM,1/2CIRC.CIL.70CM - CX.C/ 24 ENV	1,94/ENV
311/06	3	FIO CAT.CROM.0, AG.3,5CM,1/2CIRC.CIL.70CM - CX. C/ 24 ENV	1,89/ENV
311/06	4	FIO CAT.CROM.1, AG.4,0CM,1/2CIRC.CIL.70CM - CX. C/ 24 ENV	1,89/ENV
311/06	5	FIO CAT.CROM.1, AG.5,0CM,3/8CIRC.CIL.70CM - CX. C/ 24 ENV	1,94/ENV
311/06	6	FIO CAT.CROM.2-0,AG.2,5CM,1/2CIRC.CIL.70CM-CX.C/ 24 ENV	1,90/ENV
311/06	7	FIO CAT.CROM.2-0,AG.3,0CM,3/8CIRC.CIL.70CM-CX.C/ 24 ENV	1,89/ENV
312/06	2	IBUPROFENO 300MG - CX. C/ 100CP	0,0338/CP
